web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href,Province_aux
1594170745-567,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.300,https://www.portalinmobiliario.com/MLC-522932439-departamento-en-venta-plaza-nunoa-_JM#position=7&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.3,126 m²,122 m²,4,4,3,"Descripción
			
			
			
	

	

	
	
		Departamento duplex de 4 dormitorios, 3 baños, 1 estacionamiento, balcon, cocina tipo tradicional, sin asensor. 126 metros totales, orientación Norte. Piso flotante y en el segundo nivel cubre piso. Piso 4. Edificio cuenta con amplios jardínes interiores y bicicletero. Proyecto del año 1990, de 4 pisos. GGCC $97.000 aprox. Zona con excelente equipamiento comercial y conectividad, cercano a servicios de salud y metro linea 3 estación Chile España.-.  Ejecutivo a Cargo: Francisco Torres +569 50022720",UF,null,Departamentos,Propiedades usadas,30-03-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170758-573,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.253,https://www.portalinmobiliario.com/MLC-524330139-departamento-en-venta-parque-san-eugenio-_JM#position=1&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.253,130 m²,118 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		FLT1650 Departamento en barrio tranquilo, cerca del metro Irarrazaval. Hall de entrada, living y comedor juntos que sale a terraza, cocina tradicional con una loggia amplia 2,3 m2 por 2.0 m2, tres dormitorios el principal en suite (ampliado 3,4m2 x 4.3m2), segunda pieza de 2.8m2 x 4,6m2 y tercera pieza de 2.4m2 x 2,9m2. En la entrada existía un baño de visita que lo transformaron en Walk in closet, el cual se puede volver a transformar. Posee 2 estacionamientos y 1 bodega. Edificio cuenta con conserje las 24 horas y estacionamiento de visita.",UF,null,Departamentos,Propiedades usadas,21-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170863-619,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.580,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5707172-campoamor-485-departamento-1301-uda#position=5&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.58,109 m²,91 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Amplio departamento, ubicado en el mejor sector de Ñuñoa a pasos de estación de metro Chile España, emplazado en edificio de alto estandar, con sala común, quincho, piscina, gimnasio y sala de cine. Acceso por lector biométrico y controlado las 24 horas.

Departamento penthouse, con vista despejada, piso flotante en espacios comunes, cerámico en baños y cocinas. entrada con hall de distribución, cocina con comedor de diario, amplia, gran sala de estar con biblioteca, living comedor luminoso con salida a la amplia terraza con que cuenta el dpto.

Totalmente separados los dos baños y tres dormitorios, que cuentan cada uno con amplios closet.
El dormitorio principal tiene terraza lo que le da muy buena amplitud.
El departamento cuenta con calefacción central por radiores independientes de cada uno en todos los espacios.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: central agua caliente
Calefacción: caldera

Características propiedad 
comedor de diario, despensa, escritorio, loggia, sala de estar, terraza con malla, cocina amoblada, cocina equipada, persianas, portón automático

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de cine, sala de eventos

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,7/7/2020,,,Ñuñoa
1594170829-604,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5678239-duble-almeyda-campos-de-deporte-uda#position=20&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.5,115 m²,98 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Se vende estupendo departamento en Ñuñoa. Ubicación privilegiada entre 2 lineas de Metros, Metro Ñuñoa y Metro Monseñor Eyzaguirre. Barrio totalmente residencial y tranquilo, a pasos de Av. Irarrazabal. Muy cerca de Barrio Italia, donde se encuentra una mezcla de vida en familia, cultura y entretención. Cercano a áreas verdes, comercio, colegios. Muy buena plusvalía y conectividad.
El departamento se ubica en piso 2 con vista despejada al Sur. Posee amplias terrazas tanto en living comedor como en dormitorio principal. 
Consta de hall de entrada, Living y comedor juntos amplio e iluminado cocina americana bien equipada y loggia separada. 
4 dormitorios y 2 baños (principal en suite con walk in closet.
Tiene 1 estacionamiento y 1 bodega.
El edificio cuenta con piscina, quinchos, gimnasio, salón de eventos, área de juegos, lavandería, cámaras de seguridad, estacionamientos de visitas, conserjería 24/ 7. 
(Los precios publicados están sujetos a variación. Las superficies mencionadas son aproximadas y referenciales)

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Características propiedad 
cocina americana, hall, loggia, terraza con malla, cocina amoblada

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos

Gastos 
Gastos comunes: $ 130.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,22-06-2020,,,Ñuñoa
1594170778-581,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.850,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5617786-francisco-de-villagra-uda#position=43&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.85,103 m²,92 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Amplio Departamento de 92m2 con vista despejada al Poniente y de gran interés habitacional por su excelente ubicación en la comuna de Ñuñoa de fácil acceso debido a sus avenidas principales tales como Irarrázabal y A. Vespucio, a pasos del Metro lineas 3 y 4 y cercano a importantes centros comerciales.
El Depto. cuenta con Hall de acceso luminosa sala de estar y comedor en un único ambiente con piso flotante y conectado a la terraza. 3 Dormitorios alfombrados de muro a muro walking closet principal en suite. 2 baños completos, cocina equipada y amoblada, Loggia con pisos de cerámica. Terraza cerrada con Hanga Roa y Termopanel. Bodega y Estacionamiento.
El Edificio ofrece sala de entretenimiento piscina y áreas verdes con juegos infantiles y un Quincho en la azotea.
Arriendo sube a $620.000 después de 3 meses, el precio se encuentra rebajado por contingencia.

Gastos 
Gastos comunes: $ 120.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,18-05-2020,,,Ñuñoa
1594170821-601,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 115.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5666755-calle-los-jazmines-1155-departamento-105-uda#position=23&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",115.000.000,100 m²,90 m²,3,1,1,"Descripción
			
			
			
	

	

	
	
		Amplio departamento ubicado en el primer piso ubicado en plena Villa Olímpica. living comedor con patio trasero, cocina independiente Piso de cerámica, 3 dormitorios y baño completo con tina. Piso flotante. No paga contribuciones por ser edificio patrimonial. Todo el perímetro tiene rejas de seguridad. Barrio tranquilo, cerca de supermercados, hospitales, colegios, Metro y excelente locomoción.

Coordinar con Christian Barraza o Diego Parra a los siguientes teléfonos (OFICINA) 226067818 - 992205179 - 93642200 - 971411357

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: calefón

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 1",$,null,Departamentos,Propiedades usadas,16-06-2020,,,Ñuñoa
1594170798-590,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.572,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5651037-suarez-mujica-con-seminario-amplio-impecable-uda#position=34&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.572,100 m²,100 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Hermoso departamento. con amplios espacios, luminoso y acogedor.
3 dormitorios 
2 baños
Home office
Logia
Termo
Suministros industriales pendientes
Vista sur oriente
100mt2 totales
Terraza 1.25x5.40 con cierre ventanal
Termo panel
Lavadora in
.
Sala multiuso
Gimnasio
Sala de estudio
Sala de niños piscina
Sala de juego
Serguridad 24/7, acceso controlado con control remoto.
Acceso peatonal con clave
Año de construcción 2015.



Gastos 
Contribuciones: $ 110.000
Gastos comunes: $ 75.000

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,6/6/2020,,,Ñuñoa
1594170727-559,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 175.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5477699-eduardo-castillo-velasco-exequiel-fernandez-uda#position=15&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",175.000.000,106 m²,97 m²,4,3,1,"Descripción
			
			
			
	

	

	
	
		VENTA DEPARTAMENTO EN ÑUÑOA
Eduardo Castillo Velasco / Exequiel Fernandez
Dormitorios 4
Baños 3
Piso 2
Orientación S / O
Superficie útil 97 m2
Superficie total 107 m2
Estacionamiento 1
Bodega 1
Gastos comunes aprox. $150.000
Valor Venta $175.000.000

CONTACTO: PAOLA ARTUS
CORREO: PARTUS@GREENPROPIEDADES.CL
FONO: + 56 9 8403637



Terminaciones 
Piso dormitorios: piso flotante

Características comunidad 
accesos controlados, estacionamiento de visitas, portón eléctrico

Gastos 
Gastos comunes: $ 150.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,5/3/2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170826-603,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.950,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5673479-metro-plaza-egana-uda#position=21&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.95,100 m²,100 m²,3,3,1,"Descripción
			
			
			
	

	

	
	
		excelente departamento en comuna de ñuñoa, 3 dormitorios, 3 baños, cocina amoblada
cercano a supermercados, metro plaza egaña, mall plaza egaña, colegios, cines
consta de 1 bodega, 1 estacionamiento, bicicletero
contactar a Roberto coya fredes 9-92003939 - - corredoravignaro@gmail.com

Características propiedad 
cocina amoblada

Características comunidad 
estacionamiento de visitas, gimnasio, piscina

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,19-06-2020,,,Ñuñoa
1594170747-568,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.400,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5560231-av-irarrazaval-antonio-varas-2-estacionamientos-uda#position=6&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.4,101 m²,85 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Excelente Departamento  con Orientación Oriente en piso 19 º. Edificio año 2013. Vista Despejada. 

 2 Estacionamientos (separados) y Bodega. Gastos Comunes $ 120.000 
 
Gran Terraza que barca todo el Departamento. Dormitorio Principal en Suite. Piso Flotante en Living-Comedor y Dormitorios. Cocina y Baños Baldosín Cerámico. Puerta que separa los Dormitorios.

Cocina Amoblada y Equipada con cubierta de Silestone y Comedor de Diario. Logia. Calefacción Eléctrica.
 
Áreas Comunes: Piscina, 3 Quinchos, Sala de Eventos, Gimnasio, sala de Juegos para niños. Estacionamiento de Visitas. Seguridad 24 / 7 con Conserjería. Cámaras de Seguridad.


Características propiedad 
alarma, comedor de diario, loggia, terraza con malla, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos 
Gastos comunes: $ 120.000

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,15-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
