web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href
1594170316-482,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5590856-guanaco-norte-manantial-uda#position=20&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,110 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Casa central , sin gastos comunes.  Sector tranquilo y cercano a supermercados, centros comerciales y colegios.
Primer piso      : Hall de acceso y living comedor de piso cerámico, cocina amoblada con campana y comedor de diario,
                  dormitorio principal en suite, baño de visita, loggia techada y cerrada.
Segundo piso   :  Dos dormitorios, dormitorio de bebé, sala de estar y baño completo.

Terraza techada, jardín formado, estacionamiento para 3 o 4 autos, antejardín, reja. La casa está ubicada frente a caseta de guardia.
Contacto Justa Zubia +56973050004
Sissi Baginsky +56973050079

Terminaciones 
Piso baños: baldosín cerámico
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón

Características propiedad 
antejardín, comedor de diario, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall",UF,Huechuraba,Casas,Propiedades usadas,4/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170284-467,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5551327-guanaco-del-manantial-uda#position=35&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,140 m²,107 m²,4,2,3,"Descripción
			
			
			
	

	

	
	
		Casa de 2 pisos. Hall de acceso, living-comedor con salida a terraza cerrada, dormitorio en suite, cocina tradicional, logia, piso cerámico en todo el primer piso.
Segundo piso: 3 dormitorios, 1 baño completo y una sala de estar muy amplia. Todo el segundo piso está alfombrado.
Orientación norte, antejardín, entrada de autos con capacidad para 3 autos.
Riego automático, portón eléctrico.
 

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón

Características propiedad 
antejardín, lavadero interior, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Gastos 
Contribuciones: $ 60.000",UF,Huechuraba,Casas,Propiedades usadas,10/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170354-500,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608602-santa-marta-de-huechuraba-av-guanaco-norte-uda#position=2&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,140 m²,5,3,2,"Descripción
			
			
			
	

	

	
	
		Amplia casa, ideal para familia numerosa, en condominio muy tranquilo.
Piso1: Recibos, living comedor separados, escritorio, baño de visitas, cocina iluminada, amplia y cerrada logia, patio trasero, quincho y terraza iluminada.
Piso 2: Dormitorio principal con waking closet, 2 dormitorios amplios y otro baño completo.
Piso 3: 2 dormitorios con closet, amplia e iluminada sala de estar, con aire acondicionado, bodega.
Condominio con mucha área verde, juegos infantiles, piscinas y zonas recreativas.
A pasos de locomoción y comercio
No la dejes pasar!!

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, pieza de planchado, pieza de servicio, quincho, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 92.000
Gastos comunes: $ 60.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170364-505,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608781-amplia-casa-en-condominio-a-pasos-de-locomocion-uda#position=47&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.6,200 m²,140 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Casa no perimetral en Condominio con amplios espacios.
Piso 1: Hall de entrada, Living Comedor separados, baño visitas, amplia cocina iluminada, gran logia cerrada, terraza techada y patio formado.
Piso 2: Dormitorio principal en Suite con Walking Closet, 2 amplios dormitorios y baño completo.
Piso 3: 4° dormitorio y amplia sala de estar.

Condominio muy bine cuidado, seguro y tranquilo.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
alarma, antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 98.000
Gastos comunes: $ 58.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170456-546,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.200,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5634069-propiedades-jhj-vende-hermosa-casa-en-excelente-sector-dentro-de-condominio-uda#position=6&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.2,200 m²,122 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Casa dentro de  condominio!!  Tranquilo y muy seguro!!
 1 . Piso hall de acceso, living comedor separado , baño de visita, cocina totalmente equipada,logia techada .
 2. Piso  Dormitorio principal en suite wlak in closet , ademas de una amplia sala de estar muy iluminada . , acceso controlado , con aéreas verdes y juegos infantiles, locomoción ,cerca de centros 
 3  Piso 2 amplos dormitorios con sus respectivos closet , mas baño completo 
 Patio Cuenta con  una gran piscina , terraza , quincho totalmente equipado.
  NO DEJES DE VISITAR


Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, lavadero interior, living comedor separado, mansarda, patio de servicio, piscina, quincho, riego automático, sala de estar, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, citófono, estacionamiento de visitas, juegos infantiles, multicancha

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,6/7/2020,,
1594170373-509,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609173-amplia-casa-en-barrio-cerrado-uda#position=43&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,215 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Hermosa casa sólida ubicada en barrio cerrado, con accesos controlados.
Ubicada muy cerca de locomoción y comercio.
Primer piso: Living comedor separado, cocina, loggia, hermoso patio, terraza y piscina.
Segundo piso: Dormitorio principal en suite, 2 dormitorios y baño completo
Tercer piso: Un gran dormitorio, sala de estar y baño.
Espacios comunes muy bien cuidado y seguros.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, piscina, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, estacionamiento de visitas, juegos infantiles

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170466-551,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5708317-vende-fontova-norte-dentro-de-condominio-uda#position=1&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.85,150 m²,95 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		NUEVA EXCELENTE ESTADO....DOS PISOS, AISLADA
HALL, BAÑO DE VISITAS, PUERTA MAMPARA ACCESO LIVING COMEDOR, DORMITORIO PRINCIPAL EN SUITE, COCINA AMOBLADA Y EQUIPADA CON ENCIMERA. HORNO Y CAMPANA, COMEDOR DE DIARIO. LOGIA CERRADA Y TECHADA.
2DO. PISO AMPLIA SALA DE ESTAR, MAS DOS DORMITORIOS, UN BAÑO COMPLETO.
TERRAZA, JARDIN Y ANTEJARDIN FORMADO CON RIEGO AUTOMÁTICO.
CONDOMINIO CUNTA CON SEGURIDAD 24/7, SALA MULTIUSO, PISCINA, ESTACIONAMIENTO VISITAS.
NO DEJAR DE VISITAR¡¡¡¡¡¡¡


Características propiedad 
antejardín, comedor de diario, riego automático, sala de estar, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles, piscina, sala de eventos

Gastos 
Contribuciones: $ 50.000
Gastos comunes: $ 80.000",UF,Huechuraba,Casas,Propiedades usadas,7/7/2020,,
1594170384-514,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.150,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5611469-excelente-casa-gran-conectividad-oa-uda#position=38&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.15,220 m²,112 m²,3,3,3,"Descripción
			
			
			
	

	

	
	
		Excelente Casa dentro de condominio. Gran conectividad a pasos de vías principales, cercana a colegio, comercio y servicios.

1er piso: Hall de distribución; Living comedor; Bodega; Baño de visita; Home office o dormitorio; Cocina amoblada y equipada; gran logia techada y cerrada.
2do piso; Dormitorio principal en suite con walk in closet; Dos dormitorios con closet; baño completo.

Exteriores: Gran terraza techada con quincho; estacionamiento descubierto para tres vehiculos.

Características propiedad 
comedor de diario, lavadero interior, terraza con techo, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, citófono, estacionamiento de visitas",UF,Huechuraba,Casas,Propiedades usadas,14-05-2020,,
1594170309-479,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.000,https://www.portalinmobiliario.com/MLC-524432689-casa-en-venta-el-guanaco-norte-_JM#position=23&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6,165 m²,128 m²,4,4,3,"Descripción
			
			
			
	

	

	
	
		Guanaco Norte/ del Manantial, amplia casa 3 pisos, aislada y en condominio 128 / 220 m2, 4 dormitorios, walk in closet, 2 baños completos, principal en suite, cocina amoblada, living comedor separados con salida a terraza, mansarda acondicionada para dormitorio, sala de juegos, pieza de lavado, estacionamiento para 2 vehículos, juegos infantiles, conserjería 24 horas, excelente conectividad, próximo a comercio y servicios.",UF,Huechuraba,Casas,Propiedades usadas,23-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170352-499,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.750,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5574723-propiedades-jhj-vende-hermosa-casa-dentro-de-condominio-excelente-conectividad-uda#position=3&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.75,180 m²,128 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Hermosa casa de tres pisos aislada y muy bien mantenida, ubicada al interior del condominio 
Primer piso: Living comedor separados, baño de visitas, cocina amoblada comedor diario totalmente equipada con encimera, horno eléctrico y campana, logia cerrada 
Segundo piso: Dormitorio en suite con walk in closet aire acondicionado, mas dos dormitorios uno también con aire acondicionado ambos con closet y baño completo
Tercer piso. Gran sala de estar, dormitorio con closet.
 Patio : Amplia terraza cerrada para disfrutar en familia con bar y grandes ventanales que dan hacia el jardín ,que tiene pasto sintético, rodeados de arbustos rosales .
Estacionamiento para dos autos
Condominio cuenta con sala multiuso, piscina, juegos para niños y estacionamientos de visita
 Seguridad controlada las 24 horas, cercana a colegios, supermercados y locomoción.",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170302-476,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5565280-excelente-conectividad-colegios-comercio-dn-uda#position=26&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,174 m²,171 m²,6,4,2,"Descripción
			
			
			
	

	

	
	
		Excelente casa dentro de condominio; gran conectividad cercana a colegio, comercio y locomoción.

1er piso: Hall de Acceso; living comedor separados; cocina amoblada; baño de visita; escritorio; Dormitorio con baño.

2do piso: Dormitorio principal en suite con walk in closet; dos dormitorios con closet; baño completo.

3er piso: dos dormitorios.


Condominio con accesos controlados; seguridad 24/7; piscina; areas verdes

Características comunidad 
accesos controlados, estacionamiento de visitas, piscina, sala de eventos",UF,Huechuraba,Casas,Propiedades usadas,18-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170446-541,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5684819-avenida-el-sauce-1340-uda#position=11&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.7,220 m²,120 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		CASA PEDRO FONTOVA, CON AISLACIÓN TÉRMICA, DENTRO DE CONDOMINIO, 
Seguridad controlada las 24 horas, con juego infantiles, estacionamiento de visitas y Áreas verdes, a pasos de Américo Vespucio norte, cercana a colegios, strip center y supermercados

DISTRIBUCIÓN:
Primer piso
Acceso y entrada de autos c
Hall de acceso
Baño de visitas
Living comedor con salida al patio.
Amplio patio con piscina y riego automático.
Amplia cocina con piso de porcelanato, muebles con cubierta de granito y comedor de diario
Sala de estar o dormitorio y baño
logia con salida al exterior
Bodega

Segundo Piso
Dormitorio principal en suite walking closet
Sala de estar 
Baño con porcelanato en piso y muros y luz natural
2 dormitorios amplios
Todas las ventanal termopanel.

Vende sus dueños
982725959
942396727",UF,Huechuraba,Casas,Propiedades usadas,26-06-2020,,
1594170464-550,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.570,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5707475-condominio-la-liguria-guanaco-norte-casa-interior-uda#position=2&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.57,185 m²,140 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		SE VENDE hermosa casa de 3 pisos aislada, ubicada al interior de condominio, cercana a colegios, supermercados y locomoción.
PRIMER PISO: Living comedor separados, baño de visitas, cocina amoblada y equipada con encimera, horno eléctrico y campana, lavadero o logia cerrada y techada,
SEGUNDO PISO: Dormitorio en suite con walk in closet (c/aire acondicionado), más 2 dormitorios con closet y baño completo.
TERCER PISO: Gran sala de estar y dormitorio con closet.
EXTERIOR: Amplia terraza techada, bodega, Jardín con césped. Estacionamiento para dos autos.
Condominio cuenta con sala multiuso, piscina, juegos para niños, áreas verdes y estacionamientos de visita. Accesos controlados 24/7.
CONTRIBUCIONES: $89.000
GASTOS COMUNES: $52.000",UF,Huechuraba,Casas,Propiedades usadas,7/7/2020,,
1594170290-470,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 187.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5560565-casa-remodelada-completamente-cercana-a-pedro-fontova-uda#position=32&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",187.000.000,210 m²,139 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Casa remodelada cercana a supermercados, colegios y locales comerciales
Casa moderna de 3 pisos

Primer Piso
Halll de entrada, living comedor separado con acceso a patio y terraza
Linda cocina remodelada estilo americana con logia
baño de visitas

Segundo Piso
3 habitaciones, 1 dormitorio principal en suite, con baño remodelado con jacuzzi, aire acondicionado, 2 habitaciones amplias con closeth que comparten un baño

Tercer Piso
Cuenta con cuarto dormitorio con walkin closet o gran sala de estar

Exterior
Linda piscina con terraza y quincho
Estacionamiento para 3 vehiculos
Emplazada en condominio con seguridad 24/7 accesos controlados
Contacatar a
Mariela Morales 
fono +56 977996607
mail marielamorales@mycgestion.cl",$,Huechuraba,Casas,Propiedades usadas,16-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170460-548,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.690,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5707075-el-sauce-pedro-fontova-4d3b-140220-m2-uda#position=4&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.69,220 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		EXCELENTE CASA DE 2 PISOS SÓLIDA CON AISLACIÓN TERMICA NO PERIMETRAL EN CONDOMNIO MUY SEGURO

condominio cerrado con seguridad controlada las 24 horas, con juego infantiles, estacionamiento de visitas y Áreas verdes, a pasos de Américo Vespucio norte, cercana a colegios, strip center y supermercados

DISTRIBUCIÓN:

Entrada de autos con adoquines con espacio para 2 o 3 autos.


PRIMER PISO

Hall de acceso
Baño de visitas
Living comedor semi separados con salida a jardín, terraza con techo y Quincho.
Amplia cocina con piso de porcelanato, muebles con cubierta de granito y comedor de diario
Dormitorio y baño
Amplia logia con salida al exterior



Segundo Piso

Dormitorio principal en suite walking closet
Baño con porcelanato en piso y muros y luz natural
Sala de estar
2 dormitorios de similar tamaño con amplios closets
Segundo baño completo con luz natural

Gastos comunes $80.000
Contribuciones $150.000


Características propiedad
comedor de diario, despensa, escritorio, lavadero interior, pieza de servicio, riego automático, sala de estar, cocina amoblada, cocina equipada",UF,Huechuraba,Casas,Propiedades usadas,7/7/2020,,
1594170318-483,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5591466-el-torreon-con-piscina-uda#position=19&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,298 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Excelente casa dentro de condominio con accesos controlados, cercana a colegios, supermercados y comercio en general. Buena conectividad.

Primer piso   : Hall de acceso, living y comedor separados, cocina amoblada y equipada, comedor de diario, baño de visita. Loggia techada y cerrada.

Segundo piso  : Dormitorio principal en suite con walking closet, dos dormitorios, baño completo.

Tercer piso    :  Dormitorio, baño completo y sala de estar.

Terraza techada, piscina, jardín formado con riego automático.

Estacionamiento para dos autos.

Para visitas contactar a: SISSI BAGINSKY M./CEL. 973050079
                    JUSTA ZUBIA T.    /CEL. 973050004

Terminaciones 
Piso baños: baldosín cerámico
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón

Características propiedad 
antejardín, comedor de diario, living comedor separado, piscina, portón eléctrico, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles",UF,Huechuraba,Casas,Propiedades usadas,4/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170356-501,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608609-casa-aislada-en-condominio-a-pasos-de-locomocion-uda#position=1&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,140 m²,6,3,2,"Descripción
			
			
			
	

	

	
	
		Amplia casa, ideal para familia numerosa, en condominio muy tranquilo.
Piso1: Recibos, living comedor separados, escritorio, baño de visitas, cocina iluminada, amplia y cerrada logia, patio trasero, quincho y terraza iluminada.
Piso 2: Dormitorio principal con waking closet, 2 dormitorios amplios y otro baño completo.
Piso 3: 2 dormitorios con closet, amplia e iluminada sala de estar, con aire acondicionado, bodega.
Condominio con mucha área verde, juegos infantiles, piscinas y zonas recreativas.
A pasos de locomoción y comercio
No la dejes pasar!!

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, pieza de planchado, pieza de servicio, quincho, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 92.000
Gastos comunes: $ 60.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
